popularity,acousticness,danceability,instrumentalness,speechiness,liveness,energy,loudness,valence,duration_ms,tempo,key,mode
60,0.0399,0.84,0,0.476,0.117,0.543,-7.738,0.161,171714,170.067,1,1
60,0.976,0.496,0.00983,0.0299,0.0966,0.0868,-20.84,0.0511,97842,66.991,7,1
60,0.278,0.874,0.000873,0.0677,0.142,0.405,-5.783,0.777,195910,119.991,4,1
60,0.777,0.538,0.329,0.0353,0.0967,0.419,-9.705,0.529,228460,99.622,10,1
60,0.54,0.504,0,0.0404,0.306,0.472,-6.925,0.313,216993,73.521,9,1
60,0.469,0.622,1.28E-05,0.208,0.185,0.375,-8.115,0.357,214707,132.887,4,0
60,0.205,0.792,4.10E-06,0.191,0.196,0.657,-4.245,0.228,169657,169.969,8,1
60,0.606,0.832,5.45E-06,0.0996,0.11,0.439,-9.594,0.53,225103,145.004,4,0
60,0.13,0.686,1.94E-05,0.0348,0.116,0.539,-8.623,0.186,217285,115.983,0,1
60,0.406,0.749,0,0.229,0.296,0.674,-6.756,0.396,323120,124.917,8,0
60,0.00343,0.338,0,0.0767,0.144,0.806,-7.417,0.278,219760,160.821,9,0
60,0.549,0.849,0.00229,0.0447,0.102,0.19,-9.628,0.203,200880,113.955,7,1
60,0.505,0.492,5.47E-05,0.0255,0.112,0.384,-7.66,0.115,254987,98.071,9,1
60,0.0186,0.46,0,0.325,0.362,0.697,-5.954,0.701,202120,153.426,6,0
60,0.848,0.261,0,0.0368,0.113,0.179,-10.423,0.229,265377,77.473,9,1
60,0.287,0.62,0,0.553,0.314,0.625,-7.438,0.665,284856,167.911,9,1
60,0.206,0.835,0,0.446,0.129,0.42,-13.282,0.685,105502,160.243,9,1
60,0.0381,0.514,9.55E-06,0.0629,0.103,0.881,-6.52,0.577,219960,87.541,0,1
60,0.0713,0.694,0.0163,0.198,0.096,0.796,-3.696,0.592,166120,78.033,5,1
60,0.395,0.3,0.000834,0.0305,0.137,0.452,-9.298,0.342,275307,82.985,11,1
60,0.126,0.864,4.59E-05,0.0594,0.115,0.498,-9.495,0.225,220267,106.979,11,1
60,0.0164,0.445,0,0.181,0.219,0.662,-4.802,0.479,207458,200.04,2,0
60,0.000244,0.885,1.16E-06,0.359,0.454,0.52,-8.353,0.306,148656,84.022,1,1
60,0.0739,0.771,2.82E-05,0.321,0.137,0.872,-4.996,0.51,105971,144.956,8,1
60,0.0026,0.718,0,0.0354,0.11,0.846,-6.157,0.407,179999,115.002,1,1
60,0.0759,0.757,0,0.15,0.0743,0.655,-7.118,0.897,201181,153.912,6,0
60,0.154,0.884,1.67E-06,0.303,0.158,0.814,-5.333,0.907,181624,155.938,7,1
60,0.00123,0.345,0,0.144,0.0609,0.943,-4.184,0.293,276867,164.954,10,0
60,0.0647,0.734,0,0.25,0.445,0.572,-5.915,0.365,166991,134.876,1,1
60,0.0962,0.775,0,0.112,0.104,0.45,-8.752,0.554,183908,79.987,1,1
60,0.0505,0.68,0.00132,0.0482,0.109,0.735,-5.553,0.523,213120,106.994,11,0
60,0.636,0.8,0,0.268,0.109,0.406,-8.892,0.274,206813,120.999,6,0
60,0.709,0.832,0.0252,0.161,0.258,0.657,-6.493,0.418,173731,133.872,11,0
60,0.415,0.578,0,0.255,0.114,0.588,-4.92,0.3,215671,79.174,0,0
60,0.404,0.671,0.924,0.0506,0.0917,0.525,-10.768,0.283,164267,78.012,2,0
60,0.00457,0.334,0,0.0632,0.158,0.81,-4.855,0.306,206605,151.643,9,0
60,0.212,0.985,5.41E-05,0.0712,0.116,0.438,-11.004,0.584,138715,118.079,1,1
60,0.107,0.947,0.000691,0.124,0.108,0.788,-6.138,0.454,229005,129.977,10,0
60,0.447,0.789,0,0.0599,0.135,0.435,-7.042,0.456,181267,72.973,1,0
60,0.00354,0.758,6.50E-06,0.138,0.292,0.491,-9.877,0.334,223240,140.121,11,1
60,0.00881,0.792,4.25E-05,0.0393,0.104,0.605,-6.566,0.239,261703,139.917,2,1
60,0.0696,0.853,1.65E-06,0.0511,0.135,0.604,-5.794,0.86,186181,116,3,0
60,0.739,0.406,0.0161,0.045,0.108,0.53,-9.556,0.0701,251279,122.773,2,1
60,0.184,0.962,0,0.246,0.059,0.563,-6.372,0.899,117307,131.023,2,1
60,0.0101,0.788,0.000524,0.256,0.0288,0.485,-7.801,0.423,189130,125.061,11,0
60,0.158,0.325,0.00479,0.0455,0.575,0.578,-6.786,0.103,315724,144.745,2,1
60,0.00212,0,0.905,0,0.429,2.01E-05,-18.756,0,304880,0,1,1
60,0.0108,0.877,1.88E-06,0.136,0.115,0.435,-8.131,0.589,147905,98.008,0,1
60,0.00422,0.792,0,0.458,0.285,0.454,-6.753,0.674,202963,161.993,9,1
61,0.3,0.688,0,0.0357,0.0982,0.688,-5.84,0.451,193321,114.011,3,1
61,0.324,0.686,0,0.0392,0.0859,0.248,-9.026,0.594,188250,83.485,1,1
61,0.258,0.599,0,0.0787,0.106,0.32,-13.716,0.197,219834,70.996,3,0
61,0.217,0.823,0,0.416,0.0687,0.54,-6.913,0.715,188681,123.915,8,0
61,0.283,0.708,0,0.163,0.113,0.735,-4.929,0.719,230208,159.957,11,0
61,0.28,0.862,0.000282,0.34,0.113,0.458,-7.179,0.566,176035,149.048,4,0
61,0.00317,0.916,0,0.241,0.0933,0.625,-7.36,0.46,152693,128.094,2,1
61,0.731,0.392,0,0.203,0.908,0.496,-9.664,0.604,207453,172.243,2,1
61,0.0752,0.823,0,0.501,0.0976,0.521,-9.029,0.661,121575,148.083,0,0
61,0.0138,0.673,0,0.0345,0.211,0.876,-3.338,0.962,173960,139.951,0,1
61,0.00999,0.833,1.99E-05,0.436,0.126,0.496,-8.827,0.148,146752,156.932,11,1
61,0.681,0.566,0.017,0.0267,0.0741,0.412,-6.994,0.47,190453,81.879,5,1
61,0.452,0.766,0,0.0993,0.109,0.74,-5.706,0.78,167280,154.982,5,0
61,0.00515,0.602,2.97E-06,0.0458,0.098,0.856,-5.558,0.895,211387,80.021,7,1
61,0.00111,0.542,0,0.0379,0.0906,0.797,-4.45,0.593,204720,113.95,9,0
61,0.93,0.441,0.00023,0.0352,0.105,0.138,-12.136,0.119,177919,85.492,11,1
61,0.0243,0.81,0,0.302,0.255,0.754,-6.138,0.68,79360,148.091,5,0
61,0.249,0.642,0,0.0333,0.111,0.657,-5.246,0.658,243187,90,10,1
61,0.025,0.873,0,0.377,0.0685,0.682,-5.869,0.799,151600,157.943,11,0
61,0.000837,0.484,9.29E-06,0.0912,0.17,0.804,-5.889,0.391,179827,119.838,5,1
61,0.619,0.5,0,0.0331,0.124,0.338,-8.42,0.0951,288593,131.82,6,1
61,0.000831,0.938,0.000243,0.098,0.082,0.549,-8.368,0.412,160038,144.005,1,1
61,0.179,0.589,0,0.0379,0.0967,0.613,-6.816,0.643,237107,81.015,11,1
61,1.89E-05,0.619,0.00555,0.0315,0.38,0.696,-6.269,0.727,219720,125.986,7,0
61,0.642,0.503,0.00143,0.0259,0.111,0.536,-7.229,0.21,241467,90.966,4,1
61,0.0122,0.541,1.15E-06,0.0457,0.0696,0.734,-5.235,0.69,167143,83.938,5,1
61,0.328,0.822,0,0.449,0.122,0.461,-6.506,0.268,145060,130.003,1,1
61,0.0198,0.673,1.26E-05,0.216,0.428,0.676,-4.888,0.391,211686,82.979,4,0
61,0.251,0.422,3.55E-06,0.0365,0.16,0.677,-5.76,0.146,297782,150.131,11,1
61,0.131,0.495,6.77E-06,0.029,0.104,0.628,-5.288,0.414,206107,144.944,8,1
61,0.00415,0.468,1.21E-05,0.0701,0.508,0.89,-2.974,0.709,200467,140.265,4,1
61,0.0529,0.529,0,0.327,0.0946,0.87,-3.32,0.36,222507,182.1,8,0
61,0.0555,0.728,1.95E-06,0.0629,0.107,0.517,-11.404,0.379,173129,111.974,8,1
61,0.501,0.432,6.59E-06,0.0771,0.203,0.85,-4.417,0.109,206727,82.607,10,1
61,0.041,0.902,0,0.316,0.106,0.819,-3.321,0.745,186872,89,1,1
61,0.188,0.678,1.67E-06,0.261,0.164,0.567,-9.148,0.658,315771,84.039,10,0
61,0.00716,0.949,0,0.169,0.101,0.525,-7.096,0.26,155500,100.068,1,1
61,0.0152,0.676,4.41E-06,0.278,0.107,0.815,-3.427,0.591,222652,162.054,1,1
61,0.868,0.546,4.18E-05,0.0426,0.087,0.193,-11.903,0.311,191693,139.795,0,1
61,0.804,0.784,0,0.215,0.18,0.391,-10.628,0.711,116715,90.789,3,1
61,0.64,0.787,5.22E-05,0.113,0.11,0.472,-10.032,0.264,210253,144.998,6,0
61,0.098,0.456,0,0.459,0.115,0.516,-10.512,0.684,151013,77.058,8,1
61,0.0301,0.903,1.61E-05,0.237,0.179,0.609,-7.555,0.268,207867,149.991,10,0
61,0.00266,0.789,0.199,0.0442,0.118,0.907,-7.544,0.727,241920,128.004,1,0
61,0.0178,0.656,0,0.0297,0.23,0.595,-6.627,0.559,211639,115.064,1,1
61,0.0576,0.602,0,0.0347,0.0932,0.699,-4.37,0.416,212080,131.977,8,1
61,0.48,0.905,0,0.31,0.528,0.721,-6.922,0.695,195000,145.958,7,1
61,0.0563,0.663,6.25E-06,0.0349,0.226,0.696,-5.994,0.449,197880,139.98,11,1
61,0.691,0.803,0.000699,0.0335,0.106,0.431,-10.817,0.212,219375,103.948,8,1
61,0.437,0.578,0,0.19,0.277,0.714,-4.853,0.524,228440,75.064,7,1
61,0.453,0.89,1.58E-06,0.056,0.0831,0.523,-8.526,0.345,242196,111.031,6,1
61,0.224,0.733,4.79E-06,0.028,0.105,0.262,-13.766,0.444,233871,135.497,0,1
61,0.0585,0.765,0,0.31,0.22,0.574,-8.456,0.606,147413,140.017,5,1
61,0.285,0.803,1.29E-06,0.0611,0.161,0.498,-5.389,0.836,194493,92.034,8,0
61,0.203,0.879,0.00185,0.0659,0.335,0.647,-4.566,0.212,157557,131.026,10,0
61,0.15,0.585,0,0.447,0.111,0.579,-9.387,0.281,185218,120.838,10,0
61,0.558,0.792,0,0.155,0.134,0.484,-7.801,0.353,198054,140.019,7,0
61,0.0192,0.902,0,0.266,0.109,0.497,-9.236,0.463,162750,120.016,7,1
61,0.0349,0.738,0,0.0838,0.0794,0.749,-5.727,0.583,153783,113.027,1,0
61,0.0182,0.857,0,0.319,0.115,0.661,-6.544,0.612,217960,163.077,0,1
61,0.294,0.694,0,0.0375,0.376,0.878,-3.583,0.902,164651,118.277,8,1
61,0.468,0.543,0,0.129,0.171,0.567,-5.241,0.351,222828,143.744,2,0
61,0.00107,0.712,0,0.0335,0.219,0.731,-4.555,0.876,190893,118.016,9,1
61,0.0133,0.593,0,0.541,0.64,0.632,-5.381,0.0789,235232,173.369,6,0
61,0.0087,0.736,0.299,0.0443,0.208,0.495,-8.642,0.678,146477,120.993,6,1
61,0.0895,0.577,1.10E-05,0.418,0.103,0.488,-8.252,0.115,214253,108.238,11,1
61,0.194,0.773,0.000443,0.108,0.141,0.602,-6.384,0.442,211200,74.896,10,1
61,0.0193,0.72,0,0.221,0.107,0.727,-8.16,0.277,189109,77.991,1,1
61,0.814,0.819,1.62E-05,0.485,0.318,0.462,-9.638,0.5,120000,159.873,0,0
61,0.688,0.657,2.54E-05,0.0463,0.272,0.376,-6.534,0.575,236794,84.905,9,1
61,0.0977,0.806,0,0.246,0.105,0.57,-6.927,0.454,231453,93.015,1,1
61,0.105,0.639,0,0.049,0.143,0.685,-4.571,0.363,238991,110.041,9,0
61,0.113,0.841,9.65E-05,0.0458,0.131,0.682,-7.007,0.338,245098,94.985,2,1
61,0.867,0.752,0,0.411,0.0486,0.396,-7.932,0.417,274187,116.016,2,1
61,0.0159,0.638,9.60E-06,0.11,0.127,0.972,-2.435,0.847,93887,135.033,8,0
61,0.0272,0.577,0,0.108,0.24,0.939,-1.352,0.714,168613,105.092,1,0
61,0.00143,0.395,0,0.133,0.261,0.917,-6.86,0.563,197640,169.088,8,1
61,0.000692,0.899,2.36E-05,0.0738,0.365,0.448,-8.789,0.302,204787,145.975,1,1
61,0.0036,0.489,1.33E-06,0.054,0.111,0.833,-5.348,0.307,236693,135.431,9,1
61,0.0728,0.801,0,0.201,0.185,0.578,-7.148,0.126,147600,100.032,1,1
61,0.000212,0.505,3.75E-06,0.156,0.588,0.981,-3.779,0.256,249747,120.052,2,1
61,0.317,0.553,0,0.0411,0.763,0.506,-5.967,0.306,210200,130.027,0,1
61,0.0287,0.705,0.0193,0.0489,0.0863,0.628,-5.362,0.465,235540,96.799,5,0
61,0.432,0.395,0,0.0456,0.108,0.456,-5.358,0.0608,181644,103.85,7,1
61,0.406,0.604,0,0.0478,0.395,0.551,-5.768,0.423,236384,76.067,10,0
61,0.897,0.638,0.849,0.115,0.0731,0.0389,-17.75,0.48,174000,79.888,1,1
61,0.477,0.776,0.0456,0.0357,0.11,0.482,-11.269,0.134,247893,136.008,1,1
61,0.0186,0.655,4.47E-06,0.0479,0.139,0.498,-13.147,0.508,135535,162.861,9,1
61,0.0375,0.526,0,0.0482,0.375,0.891,-1.549,0.804,219467,94.095,6,1
61,0.25,0.654,0,0.127,0.0961,0.547,-6.598,0.507,207857,173.981,10,1
61,0.0302,0.754,0,0.066,0.362,0.775,-5.077,0.159,177027,76.01,7,1
61,0.472,0.709,4.71E-06,0.16,0.182,0.751,-3.801,0.37,140527,104.999,6,1
61,0.00927,0.608,1.34E-05,0.0641,0.332,0.845,-4.938,0.518,183653,123.991,9,0
61,0.0393,0.643,0,0.0629,0.109,0.646,-2.442,0.35,123040,80.174,10,0
61,0.0407,0.687,0,0.192,0.142,0.429,-13.075,0.336,289560,141.966,2,1
61,0.158,0.397,0,0.0987,0.0844,0.843,-3.726,0.22,239341,81.201,10,0
61,0.86,0.684,0.404,0.0297,0.135,0.232,-13.249,0.387,182900,73.518,0,1
61,0.00628,0.397,0,0.0639,0.238,0.962,-3.386,0.542,181173,177.927,9,1
61,0.0426,0.424,0,0.193,0.711,0.892,-3.78,0.762,198947,174.008,8,0
61,0.026,0.498,4.98E-06,0.0456,0.0685,0.904,-6.351,0.343,211520,133.973,6,1
61,0.00908,0.921,0,0.13,0.0798,0.748,-5.093,0.801,162886,139.979,1,1
61,0.324,0.73,3.79E-06,0.0344,0.121,0.68,-4.886,0.452,221560,109.576,4,0
61,0.793,0.732,0,0.036,0.247,0.467,-12.628,0.845,108722,119.988,9,0
61,0.247,0.886,0.906,0.4,0.114,0.232,-9.919,0.661,166154,130.02,6,0
61,0.855,0.662,0.0019,0.0304,0.144,0.322,-15.115,0.425,195200,115.771,1,1
61,0.919,0.52,0.0132,0.0513,0.145,0.195,-11.05,0.193,212096,79.945,6,0
61,0.00986,0.898,0,0.102,0.0509,0.406,-9.905,0.39,253993,102.985,4,0
61,0.00254,0.886,0.000134,0.0682,0.151,0.741,-5.043,0.95,129196,140.024,10,1
61,0.987,0.33,0.93,0.0332,0.21,0.16,-11.647,0.122,120424,131.222,7,1
61,0.161,0.527,0,0.741,0.498,0.689,-7.87,0.31,195720,170.538,2,1
61,0.0679,0.901,0,0.413,0.536,0.529,-7.94,0.343,183809,144.941,8,1
61,0.732,0.598,0.502,0.0264,0.0946,0.3,-11.044,0.167,212467,109.034,6,0
61,0.571,0.717,8.99E-06,0.115,0.102,0.599,-6.156,0.385,187537,159.78,11,1
61,0.483,0.639,2.22E-06,0.0479,0.219,0.71,-3.358,0.373,248906,136.004,6,1
61,0.576,0.784,0.851,0.0513,0.128,0.312,-14.648,0.63,147692,129.94,4,0
61,0.903,0.656,0.444,0.0477,0.123,0.295,-15.808,0.261,121905,125.992,9,0
61,0.806,0.771,2.48E-05,0.0404,0.104,0.518,-7.582,0.277,210354,79.997,4,0
61,0.826,0.493,0.681,0.0572,0.122,0.441,-8.547,0.227,151579,76.001,5,0
61,0.133,0.555,0,0.375,0.123,0.596,-9.09,0.145,136187,77.324,9,0
61,0.97,0.352,0.586,0.1,0.0664,0.238,-18.408,0.0376,161239,72.649,0,1
61,0.415,0.452,1.50E-05,0.0478,0.184,0.317,-9.403,0.272,209467,59.561,9,0
61,0.00153,0.545,0.00397,0.0429,0.135,0.747,-4.877,0.224,214671,128.045,6,0
61,0.153,0.819,0,0.433,0.138,0.513,-9.005,0.607,109556,140.032,6,0
61,0.000107,0.392,0,0.107,0.271,0.976,-2.189,0.521,261680,199.888,7,1
61,0.739,0.569,1.25E-06,0.0389,0.94,0.5,-10.141,0.435,242044,111.355,2,1
61,0.85,0.687,0.000125,0.0388,0.106,0.218,-13.539,0.269,206027,91.991,9,0
61,0.301,0.473,0,0.0383,0.104,0.587,-6.155,0.246,205747,169.935,2,1
61,0.136,0.706,0,0.441,0.268,0.745,-5.97,0.598,283077,91.08,10,0
61,0.697,0.739,0.0133,0.0929,0.362,0.28,-17.212,0.755,277840,142.912,0,1
61,0.985,0.859,0,0.0886,0.138,0.0434,-16.614,0.177,109967,116.889,5,1
62,0.0563,0.874,0,0.352,0.0956,0.699,-3.455,0.665,172138,77.502,1,1
62,0.21,0.722,0,0.24,0.324,0.88,-3.989,0.79,200170,92.024,4,0
62,0.000236,0.44,1.94E-05,0.266,0.0897,0.916,-4.222,0.401,172826,124.099,4,0
62,0.287,0.527,0,0.0416,0.0885,0.868,-2.653,0.77,163453,172.086,2,1
62,0.0568,0.252,1.77E-06,0.0402,0.122,0.764,-4.153,0.219,231118,165.358,11,0
62,0.0111,0.475,0,0.0374,0.161,0.88,-3.572,0.403,170547,167.996,11,1
62,0.28,0.691,0,0.227,0.106,0.566,-5.213,0.291,183682,147.982,4,0
62,0.224,0.673,0,0.332,0.135,0.876,-3.79,0.602,288000,85.452,7,0
62,0.23,0.651,0,0.0303,0.139,0.782,-4.622,0.619,169612,94.94,1,1
62,0.00212,0.808,2.10E-05,0.0984,0.126,0.701,-4.837,0.154,142649,158.068,2,0
62,0.0821,0.663,0,0.183,0.124,0.875,-3.301,0.51,223999,91.056,6,1
62,0.0703,0.658,0,0.0279,0.13,0.695,-5.499,0.571,185587,133.949,0,1
62,0.109,0.843,0,0.456,0.0541,0.513,-7.568,0.71,170558,162.019,5,1
62,0.151,0.523,0,0.0297,0.132,0.467,-8.628,0.26,227560,74.462,1,1
62,0.105,0.859,0,0.418,0.113,0.506,-8.115,0.153,187465,140.973,10,0
62,0.0628,0.474,3.00E-06,0.0354,0.109,0.723,-4.66,0.239,277293,148.379,10,1
62,0.0174,0.552,1.98E-06,0.0623,0.116,0.935,-4.096,0.38,245787,74.954,0,1
62,0.113,0.886,0,0.338,0.151,0.542,-5.424,0.314,138997,83.519,1,1
62,0.0159,0.694,1.72E-06,0.0322,0.287,0.718,-6.188,0.368,216667,121.074,2,1
62,0.0194,0.483,0.000144,0.0295,0.316,0.713,-5.027,0.595,217280,161.903,2,1
62,0.455,0.619,0,0.0328,0.167,0.623,-6.33,0.309,246947,76.037,11,1
62,0.223,0.759,5.84E-05,0.0776,0.406,0.498,-10.615,0.244,195160,126.972,10,1
62,0.324,0.893,0,0.227,0.0968,0.676,-4.867,0.804,152213,125.923,9,0
62,0.112,0.431,0,0.0298,0.129,0.591,-6.198,0.274,244893,144.012,8,1
62,0.14,0.693,0,0.107,0.0464,0.717,-6.346,0.412,234308,99.836,9,0
62,0.366,0.827,1.25E-05,0.0621,0.093,0.613,-5.34,0.747,177973,137.96,8,1
62,0.384,0.818,0.000102,0.285,0.19,0.57,-8.067,0.561,226859,126.938,10,0
62,0.915,0.478,6.36E-06,0.0317,0.128,0.373,-9.505,0.354,195406,120.129,5,1
62,0.0174,0.743,0.000736,0.131,0.264,0.569,-9.703,0.384,156034,145.905,0,0
62,0.203,0.844,1.98E-06,0.192,0.0848,0.322,-11.815,0.531,186200,100.017,7,1
62,0.323,0.503,0.799,0.0279,0.0873,0.49,-8.553,0.68,222400,148.884,4,1
62,2.38E-05,0.433,1.79E-06,0.145,0.0813,0.973,-4.82,0.298,209302,171.955,8,1
62,0.0632,0.633,0,0.0458,0.308,0.559,-9.638,0.443,276268,105.009,0,0
62,2.10E-05,0.507,0.0329,0.176,0.346,0.973,-2.905,0.706,231963,143.075,6,1
62,0.431,0.76,1.25E-06,0.386,0.106,0.444,-8.976,0.66,215625,144.15,0,0
62,0.0183,0.791,0,0.266,0.0963,0.504,-7.864,0.355,230953,159.949,10,1
62,0.0413,0.808,1.29E-06,0.0645,0.18,0.771,-5.719,0.471,251859,161.94,4,0
62,0.0761,0.846,0,0.336,0.082,0.809,-3.076,0.512,144660,140.011,11,0
62,0.312,0.48,1.47E-05,0.0258,0.113,0.31,-7.887,0.16,391829,86.149,9,1
62,0.93,0.558,6.79E-05,0.143,0.604,0.384,-13.644,0.829,74866,75.956,6,0
62,0.00202,0.525,3.25E-06,0.0689,0.333,0.957,-3.742,0.456,228373,97.445,0,1
62,0.301,0.733,0.00537,0.203,0.383,0.547,-5.464,0.295,194220,71.976,8,1
62,0.0402,0.742,0.000846,0.116,0.0839,0.72,-2.876,0.97,260320,77.011,0,1
62,0.59,0.616,0,0.462,0.142,0.649,-5.133,0.751,183875,78.131,3,0
62,0.801,0.349,0,0.0402,0.0968,0.307,-7.197,0.447,179242,80.964,10,1
62,0.0789,0.656,0,0.0765,0.133,0.729,-4.223,0.438,215781,95.974,5,0
62,0.101,0.733,6.98E-06,0.0322,0.0694,0.663,-5.766,0.53,215493,127.974,5,1
62,0.876,0.717,0.000694,0.0368,0.0836,0.797,-5.393,0.849,128129,77.492,7,1
62,0.000601,0.66,0.312,0.0332,0.0949,0.76,-5.488,0.359,215999,107.028,11,0
62,0.786,0.637,4.27E-06,0.544,0.939,0.476,-18.382,0.262,64194,91.872,1,1
62,0.148,0.841,0,0.227,0.327,0.678,-6.963,0.493,238133,137.02,5,0
62,0.00837,0.559,0.00759,0.0387,0.103,0.89,-5.188,0.809,216427,91.509,11,1
62,0.933,0.652,5.11E-05,0.206,0.591,0.218,-18.186,0.688,74590,114.424,2,1
62,0.232,0.762,1.11E-06,0.109,0.113,0.518,-7.283,0.547,215189,144.942,9,0
62,0.00353,0.448,0,0.0621,0.108,0.825,-5.307,0.226,216827,144.17,4,0
62,0.115,0.639,0,0.0434,0.373,0.547,-6.237,0.117,208173,129.939,7,0
62,0.343,0.679,0,0.036,0.649,0.472,-6.871,0.346,182828,99.024,11,0
62,0.3,0.694,0,0.0706,0.158,0.389,-5.41,0.409,169872,90.984,8,1
62,0.213,0.718,1.28E-05,0.145,0.283,0.632,-4.011,0.859,207000,160.039,0,1
62,0.384,0.792,0,0.491,0.083,0.637,-9.125,0.765,103618,120.165,9,1
62,0.0196,0.583,0.745,0.0266,0.0766,0.717,-5.212,0.673,140643,139.995,0,0
62,0.306,0.779,0.739,0.0396,0.106,0.572,-9.259,0.967,140116,114.994,4,1
62,0.066,0.877,0,0.342,0.0745,0.558,-4.896,0.493,226533,157.027,1,1
62,0.0459,0.655,0,0.059,0.409,0.835,-3.451,0.165,190412,91.035,1,1
62,0.0264,0.767,0,0.308,0.311,0.492,-9.364,0.194,202520,151.986,5,0
62,0.309,0.677,0,0.0695,0.118,0.594,-6.264,0.427,175093,76.996,7,1
62,0.304,0.657,0,0.0886,0.376,0.877,-5.434,0.649,184286,111.982,5,0
62,0.0294,0.839,2.04E-06,0.194,0.105,0.638,-5.905,0.314,157093,141.044,9,1
62,0.0217,0.766,5.87E-05,0.0538,0.258,0.674,-6.245,0.214,168636,121.012,0,1
62,0.000838,0.36,0,0.0719,0.115,0.925,-3.775,0.446,184227,175.088,6,0
62,0.849,0.7,0.0606,0.0373,0.107,0.414,-10.864,0.444,406467,60.479,0,1
62,0.194,0.551,0,0.189,0.0956,0.725,-7.619,0.692,210960,99.919,1,0
62,0.134,0.614,0.000129,0.164,0.0948,0.585,-9.483,0.211,174667,169.905,10,1
62,0.0735,0.588,0.815,0.0372,0.128,0.855,-6.153,0.717,211165,141.941,9,1
62,0.495,0.556,0,0.545,0.308,0.432,-8.551,0.352,205547,164.235,3,1
62,0.286,0.868,0,0.359,0.271,0.396,-10.167,0.26,95582,126.244,5,0
62,0.36,0.729,0,0.0521,0.0849,0.624,-6.009,0.867,138432,78.626,7,1
62,0.0481,0.486,0,0.246,0.143,0.849,-5.432,0.519,216333,152.086,1,1
62,0.679,0.642,0,0.0291,0.0984,0.501,-6.402,0.707,254251,145.186,5,1
62,0.489,0.694,0.000159,0.0705,0.131,0.695,-6.612,0.468,189787,100.035,2,1
62,0.0621,0.567,0,0.0518,0.519,0.68,-6.254,0.429,108987,89.987,3,0
62,0.816,0.779,0.903,0.0555,0.108,0.288,-11.875,0.164,163500,134.992,0,1
62,0.771,0.704,0.000516,0.047,0.0875,0.478,-6.562,0.42,133560,128.789,9,1
62,0.05,0.699,0.00029,0.0357,0.091,0.583,-9.731,0.484,193762,109.001,6,0
62,0.00926,0.481,0.000328,0.231,0.278,0.944,-3.665,0.396,199959,165.02,8,1
62,0.503,0.85,4.12E-06,0.251,0.0541,0.677,-5.575,0.811,203520,125.067,1,0
62,0.439,0.451,0,0.0574,0.478,0.452,-9.363,0.386,190619,57.523,1,0
62,0.0923,0.931,0.821,0.105,0.114,0.517,-8.476,0.171,168814,118.021,4,1
62,0.554,0.702,0,0.0296,0.226,0.621,-6.884,0.581,177714,114.532,7,1
62,0.582,0.454,0.774,0.0739,0.117,0.407,-10.733,0.242,187134,81.401,11,1
62,0.356,0.599,5.38E-06,0.034,0.102,0.539,-5.897,0.188,273640,121.947,8,1
62,0.885,0.607,0,0.0902,0.165,0.167,-13.007,0.469,175560,122.627,0,1
62,0.0108,0.528,0,0.0518,0.268,0.861,-4.309,0.591,187372,95.02,2,1
62,0.347,0.411,0.765,0.0296,0.222,0.377,-9.553,0.0321,253781,139.881,3,1
62,0.027,0.446,0,0.228,0.0931,0.927,-3.727,0.274,299016,160.031,2,0
62,0.0649,0.781,0,0.0296,0.293,0.742,-4.978,0.91,197147,109.915,8,1
62,0.0532,0.722,0,0.102,0.452,0.758,-5.797,0.551,120000,140.009,9,1
62,0.796,0.721,0.623,0.0999,0.105,0.163,-16.899,0.707,102176,85.058,1,0
62,0.0986,0.532,9.22E-05,0.122,0.657,0.832,-5.958,0.771,176853,176.155,11,0
62,0.632,0.691,0.479,0.0544,0.108,0.306,-15.651,0.62,151693,129.929,9,1
62,0.0859,0.805,0,0.12,0.0578,0.833,-6.73,0.703,268400,109.076,1,0
62,0.0381,0.901,0,0.194,0.11,0.472,-8.416,0.479,254947,120,11,0
62,0.14,0.836,0.00231,0.0413,0.0681,0.686,-4.673,0.632,222259,110.029,1,1
62,0.71,0.672,0.147,0.0326,0.117,0.436,-11.743,0.557,247455,105.003,9,1
62,0.0295,0.636,0.779,0.0563,0.119,0.252,-10.455,0.672,196923,77.938,6,1
62,0.00391,0.871,0,0.0788,0.0853,0.751,-8.042,0.787,178720,139.984,6,0
62,0.374,0.565,0.000189,0.399,0.131,0.386,-12.383,0.0598,183265,83.032,11,0
62,0.0499,0.703,0,0.0862,0.338,0.443,-9.601,0.367,350219,136.647,0,0
62,0.674,0.746,0.000375,0.109,0.529,0.338,-13.472,0.469,48423,120.053,11,0
62,0.536,0.671,0.151,0.0273,0.12,0.628,-5.117,0.595,101517,135.005,4,1
62,0.719,0.44,0.834,0.0316,0.11,0.242,-12.307,0.0446,199709,124.968,0,1
62,0.947,0.771,0.962,0.258,0.293,0.322,-12.924,0.751,99000,79.997,6,1
62,0.41,0.721,7.61E-06,0.342,0.292,0.881,-2.528,0.643,213750,127.759,8,1
62,0.208,0.864,5.27E-06,0.386,0.1,0.682,-6.73,0.268,268087,115.012,6,0
62,0.454,0.603,0.00014,0.0402,0.154,0.512,-6.687,0.271,200267,145.91,10,0
62,0.0555,0.694,0.0029,0.482,0.547,0.625,-9.07,0.454,112336,139.698,4,1
