popularity,acousticness,danceability,instrumentalness,speechiness,liveness,energy,loudness,valence,duration_ms,tempo,key,mode
62,0.0537,0.633,0,0.055,0.16,0.793,-4.126,0.414,219520,103.97,10,1
62,0.0534,0.826,1.18E-06,0.0619,0.121,0.642,-5.186,0.9,252947,90.991,4,0
62,0.23,0.679,0.602,0.136,0.148,0.735,-6.218,0.603,225907,107.998,2,0
62,0.0942,0.65,0,0.458,0.135,0.639,-5.962,0.563,150802,139.226,8,1
63,0.0133,0.705,0,0.271,0.168,0.784,-6.477,0.377,264853,160.035,2,1
63,0.104,0.883,0,0.0902,0.136,0.567,-8.394,0.241,172852,99.962,5,0
63,0.0111,0.907,0.000433,0.312,0.108,0.651,-5.661,0.637,195547,147.026,6,0
63,0.0959,0.655,0,0.0555,0.107,0.603,-5.014,0.452,190643,126.088,8,1
63,0.343,0.783,0,0.0696,0.0983,0.61,-6.124,0.418,214265,100.047,7,1
63,0.318,0.587,0.000134,0.0347,0.0449,0.888,-5.062,0.976,194720,74.022,2,1
63,0.23,0.525,0,0.345,0.213,0.811,-5.702,0.513,169459,169.685,5,0
63,0.0843,0.64,0,0.0297,0.222,0.7,-4.912,0.737,210479,168.012,1,1
63,0.0198,0.524,3.41E-06,0.0521,0.103,0.579,-6.939,0.462,211694,76.991,9,1
63,0.513,0.649,1.18E-06,0.0455,0.0774,0.4,-10.202,0.393,200387,157.895,6,1
63,0.131,0.659,9.89E-05,0.0296,0.0574,0.902,-6.192,0.81,230013,124.988,7,1
63,0.718,0.447,0.0163,0.028,0.105,0.429,-7.36,0.074,216280,116.521,1,1
63,0.0467,0.713,0,0.111,0.215,0.495,-6.885,0.426,195635,130.046,5,0
63,0.39,0.751,0,0.0519,0.121,0.394,-6.56,0.12,227097,135.896,7,1
63,0.0274,0.889,4.75E-06,0.261,0.156,0.453,-8.782,0.428,200168,140.025,8,1
63,0.963,0.547,0.00578,0.0457,0.111,0.0897,-18.732,0.263,219344,117.17,3,1
63,0.0515,0.769,0,0.306,0.111,0.807,-2.966,0.364,139845,82.422,11,1
63,0.29,0.384,2.22E-05,0.0341,0.359,0.465,-8.554,0.636,183344,131.604,0,1
63,0.112,0.81,0,0.194,0.0526,0.582,-5.826,0.497,208320,124.892,0,1
63,0.208,0.322,0.00437,0.129,0.325,0.555,-8.726,0.397,132147,96.019,11,0
63,0.048,0.417,0,0.0326,0.103,0.524,-6.6,0.152,238307,75.266,10,1
63,0.0886,0.796,0,0.353,0.268,0.68,-4.853,0.565,190466,164.932,10,0
63,0.16,0.497,1.40E-05,0.0315,0.084,0.542,-7.398,0.0707,276400,93.57,5,1
63,0.723,0.357,0,0.0777,0.101,0.533,-8.126,0.318,222912,138.086,11,1
63,0.0423,0.597,0,0.052,0.582,0.755,-2.209,0.0467,238333,89.146,4,0
63,0.00244,0.842,1.89E-05,0.0525,0.168,0.567,-6.504,0.256,169412,135.991,4,0
63,0.0299,0.691,0,0.268,0.0868,0.487,-6.416,0.358,218954,104.98,1,1
63,0.202,0.621,0,0.0334,0.215,0.477,-5.284,0.481,253084,81.976,0,1
63,0.174,0.608,0,0.031,0.237,0.572,-6.099,0.226,248387,98.989,4,0
63,0.203,0.578,0.000378,0.21,0.182,0.491,-8.544,0.64,184814,98.273,11,0
63,0.245,0.795,0,0.18,0.0973,0.386,-10.638,0.619,121000,131.971,10,1
63,0.103,0.686,0.115,0.0263,0.122,0.413,-6.332,0.595,311227,95.989,6,0
63,0.00599,0.576,0,0.0471,0.188,0.872,-5.293,0.559,230400,115.042,8,1
63,0.572,0.654,6.64E-05,0.0618,0.0969,0.177,-12.522,0.132,183022,74.945,1,1
63,0.0172,0.819,1.11E-05,0.168,0.107,0.719,-8.084,0.575,217000,149.97,1,1
63,0.000272,0.371,0.000311,0.0497,0.169,0.778,-7.969,0.482,216146,122.719,4,1
63,0.0187,0.535,1.62E-06,0.207,0.136,0.777,-3.292,0.664,215107,171.72,4,1
63,0.0254,0.936,0,0.229,0.087,0.495,-6.062,0.299,161013,139.951,1,1
63,0.0323,0.482,0.00243,0.059,0.149,0.453,-8.864,0.17,200338,134.799,0,1
63,0.0492,0.755,0,0.206,0.226,0.503,-8.06,0.524,230533,142.011,0,1
63,0.0128,0.124,0,0.0409,0.12,0.437,-8.21,0.103,405914,80.889,2,1
63,0.00157,0.417,0,0.103,0.405,0.869,-6.173,0.665,220833,179.972,1,1
63,0.00428,0.525,0,0.0419,0.146,0.841,-6.053,0.495,201528,119.864,7,1
63,0.748,0.599,0,0.174,0.111,0.317,-11.212,0.203,215413,148.09,1,1
63,0.0103,0.906,0.000195,0.206,0.117,0.395,-11.277,0.376,197420,146.056,1,1
63,0.231,0.631,1.30E-05,0.0247,0.0924,0.634,-4.456,0.774,237027,100.967,6,1
63,0.0273,0.657,0,0.136,0.32,0.668,-6.208,0.227,206333,162.997,2,1
63,0.114,0.818,0,0.404,0.412,0.443,-11.444,0.722,184960,74.491,5,0
63,0.0456,0.589,1.51E-06,0.361,0.137,0.57,-9.54,0.441,151027,136.203,1,1
63,0.694,0.62,0,0.0464,0.119,0.282,-10.533,0.193,211205,124.609,5,0
63,0.678,0.745,0.112,0.0326,0.125,0.438,-7.018,0.0409,233963,119.99,4,0
63,0.945,0.523,0.000944,0.0689,0.114,0.153,-12.785,0.184,224347,84.659,1,1
63,0.334,0.54,0.00166,0.0554,0.177,0.48,-8.728,0.68,103549,66.918,4,1
63,0.132,0.698,0.00117,0.131,0.199,0.542,-4.317,0.664,165391,140.096,2,1
63,0.468,0.671,0,0.496,0.139,0.288,-14.176,0.42,131202,68.287,1,1
63,0.0707,0.57,0,0.326,0.339,0.65,-8.538,0.174,323587,96.767,2,1
63,0.013,0.889,0,0.357,0.184,0.372,-10.254,0.123,162800,133.997,7,0
63,0.0227,0.893,0.00744,0.0488,0.102,0.61,-5.691,0.778,60000,136.64,4,0
63,0.947,0.679,0,0.395,0.115,0.376,-12.39,0.321,249867,123.352,1,1
63,0.583,0.663,3.85E-06,0.125,0.222,0.666,-5.441,0.605,147021,159.983,6,1
63,0.275,0.302,3.58E-05,0.238,0.369,0.669,-9.404,0.127,183120,164.8,1,1
63,0.039,0.491,0,0.0432,0.112,0.73,-4.399,0.461,239560,87.098,2,0
63,0.927,0.563,0.655,0.0512,0.234,0.3,-16.664,0.38,172800,74.971,11,0
63,0.918,0.511,0,0.127,0.105,0.235,-13.345,0.584,69389,117.769,5,1
63,0.000738,0.777,3.34E-06,0.237,0.0932,0.657,-6.434,0.245,226107,189.992,1,1
63,0.0217,0.581,0.00539,0.0274,0.259,0.533,-8.433,0.466,233375,87.017,4,0
63,0.502,0.862,4.78E-05,0.306,0.0955,0.357,-20.128,0.519,205740,140.026,5,1
63,0.109,0.666,9.02E-05,0.034,0.132,0.527,-5.851,0.37,223638,115.979,9,1
63,0.0982,0.554,0.0812,0.0804,0.561,0.61,-7.229,0.497,235880,80.948,0,1
63,0.237,0.285,0,0.247,0.159,0.922,-1.932,0.472,160747,198.063,2,0
63,0.258,0.425,0,0.035,0.117,0.34,-11.208,0.117,270429,134.981,2,1
63,0.0608,0.829,0,0.231,0.135,0.362,-11.546,0.369,189093,122.912,0,0
63,0.000572,0.492,4.75E-06,0.052,0.123,0.932,-4.689,0.33,198360,92.497,10,1
63,0.552,0.487,0.0257,0.0371,0.117,0.458,-7.761,0.207,270413,115.989,4,0
63,0.876,0.346,1.98E-06,0.0328,0.0708,0.35,-4.988,0.315,229053,126.444,2,1
63,0.074,0.449,8.79E-06,0.0674,0.483,0.63,-9.019,0.332,127792,139.017,7,1
63,0.396,0.647,0.0495,0.0295,0.117,0.385,-13.717,0.662,258714,113.985,0,0
63,0.554,0.655,0,0.0862,0.115,0.607,-5.815,0.2,183624,149.033,7,0
63,0.257,0.388,0.185,0.0593,0.113,0.52,-8.354,0.196,127318,84.851,2,1
63,0.425,0.643,0.665,0.0898,0.0958,0.329,-12.598,0.202,152375,156.959,1,1
63,0.0645,0.703,1.55E-06,0.0672,0.257,0.386,-11.447,0.192,160625,124.117,6,1
63,0.049,0.739,0.00369,0.238,0.0718,0.621,-6.929,0.462,205533,85.969,11,0
63,0.0501,0.712,0,0.0386,0.253,0.668,-8.526,0.217,123587,86.018,4,0
63,0.0481,0.856,0,0.0597,0.108,0.485,-5.519,0.0929,174720,136.005,5,0
63,0.0152,0.758,0,0.147,0.116,0.474,-8.72,0.0542,184960,76.061,1,1
63,0.189,0.74,0,0.33,0.4,0.762,-1.313,0.892,139347,139.943,0,1
63,0.261,0.482,1.59E-06,0.0847,0.204,0.634,-7.971,0.714,140964,139.046,1,0
63,0.107,0.617,0,0.278,0.203,0.844,-3.783,0.79,221182,109.898,5,0
63,0.0129,0.576,4.69E-06,0.0509,0.344,0.79,-3.463,0.629,205224,102.033,3,1
63,0.0285,0.628,0.00332,0.0268,0.254,0.841,-4.583,0.706,289853,111.985,9,1
63,0.0731,0.568,0,0.265,0.367,0.873,-5.22,0.547,209093,106.783,1,1
63,0.000491,0.522,2.22E-06,0.0435,0.158,0.751,-5.46,0.605,232067,139.51,1,1
63,0.224,0.477,8.36E-06,0.0653,0.118,0.712,-6.759,0.407,224400,109.965,7,1
63,0.0355,0.666,7.21E-05,0.0663,0.0868,0.35,-14.523,0.149,144274,159.986,1,0
63,0.949,0.593,1.31E-05,0.0722,0.194,0.0668,-15.268,0.19,76974,102.456,11,0
63,0.0918,0.636,0.966,0.0533,0.101,0.455,-9.152,0.274,131684,147.658,11,1
63,0.302,0.738,0,0.187,0.0855,0.532,-7.967,0.596,410089,143.991,11,0
63,0.433,0.751,5.92E-06,0.303,0.18,0.684,-4.325,0.864,207722,89.984,1,1
63,0.0224,0.827,0,0.0517,0.0417,0.658,-3.846,0.523,152862,115.016,6,1
63,0.169,0.842,0,0.101,0.136,0.684,-5.457,0.588,176400,99.994,8,1
63,0.129,0.478,0.000633,0.071,0.264,0.83,-6.665,0.47,208881,149.88,3,0
63,0.0122,0.68,0.000599,0.0304,0.114,0.597,-7.198,0.3,200000,120.052,4,0
63,0.844,0.444,0,0.0516,0.0956,0.21,-10.811,0.306,171382,145.944,3,1
63,0.0363,0.67,5.35E-06,0.0731,0.221,0.916,-2.261,0.532,196864,97.004,9,0
63,8.64E-05,0.573,0.838,0.0479,0.683,0.94,-4.505,0.588,299130,138.013,1,1
63,0.811,0.603,0.00183,0.0285,0.12,0.575,-10.325,0.673,196173,95.116,0,1
63,0.846,0.444,0.764,0.0695,0.375,0.26,-19.291,0.289,89031,112.062,11,0
63,0.853,0.313,0.00037,0.0435,0.181,0.426,-9.049,0.107,209107,95.159,8,1
63,0.884,0.374,0.0123,0.0353,0.122,0.276,-14.945,0.412,212853,80.169,7,1
63,0.221,0.658,0,0.0311,0.236,0.682,-4.31,0.541,198460,100.989,6,1
63,0.0724,0.588,1.23E-05,0.0434,0.673,0.698,-7.057,0.121,201333,109.973,11,0
63,0.191,0.772,0,0.0367,0.0685,0.806,-5.043,0.577,183799,113.024,2,1
63,0.015,0.694,0,0.0924,0.114,0.795,-4.649,0.556,225907,128.036,0,0
63,0.526,0.558,0.934,0.373,0.147,0.31,-10.53,0.395,138000,188.179,5,0
63,0.261,0.907,0,0.354,0.0785,0.64,-6.542,0.803,222477,120.995,6,1
63,0.108,0.599,0.000982,0.0554,0.121,0.585,-10.076,0.177,213699,145.933,9,1
63,0.0122,0.877,1.51E-05,0.18,0.028,0.547,-5.705,0.687,228373,99.034,7,1
63,0.0111,0.597,4.68E-06,0.0394,0.0987,0.771,-10.717,0.811,186681,104.008,5,1
63,0.672,0.416,0.38,0.0385,0.205,0.389,-13.696,0.295,110862,168.897,9,1
63,0.142,0.422,0,0.18,0.112,0.471,-8.784,0.62,204290,82.433,3,0
63,0.0123,0.546,0.326,0.0501,0.103,0.835,-6.399,0.423,182893,133.986,0,1
63,0.0893,0.761,9.77E-06,0.212,0.14,0.672,-5.887,0.437,192405,160.077,1,1
63,0.219,0.46,0.00329,0.0282,0.099,0.498,-6.312,0.154,192993,76.902,5,1
63,0.0321,0.599,0,0.299,0.4,0.857,-5.7,0.469,151915,187.985,7,1
63,0.104,0.691,0,0.0321,0.111,0.736,-4.993,0.0395,193510,140.034,0,1
63,0.015,0.647,0,0.0378,0.0684,0.754,-5.446,0.755,194898,97.005,10,1
63,0.281,0.62,1.02E-05,0.0345,0.114,0.265,-10.409,0.169,301448,106.022,9,0
63,0.37,0.765,0,0.0437,0.039,0.539,-5.028,0.965,125412,99.94,11,0
63,0.696,0.12,0.939,0.0383,0.11,0.0585,-27.623,0.0397,184642,78.662,3,1
63,0.0223,0.628,0,0.0338,0.0797,0.811,-4.26,0.442,222769,124.066,4,1
63,0.0932,0.477,0,0.264,0.71,0.859,-3.649,0.504,248880,125.044,6,1
63,0.763,0.433,0,0.165,0.0903,0.554,-5.629,0.546,165102,140.235,9,0
63,0.0682,0.798,0,0.206,0.0925,0.487,-4.939,0.292,246360,151.02,1,1
63,0.926,0.397,0,0.0394,0.115,0.249,-10.484,0.329,198404,79.614,5,1
63,0.995,0.413,0.919,0.0538,0.108,0.0433,-26.51,0.223,162478,62.834,11,1
63,0.598,0.818,0.000135,0.292,0.108,0.461,-6.475,0.532,188053,88.006,6,0
63,0.468,0.811,0.607,0.0789,0.109,0.429,-11.503,0.646,139130,138.027,0,1
63,0.018,0.538,0.014,0.0521,0.152,0.742,-6.365,0.425,258227,165.951,9,0
63,0.869,0.728,0,0.0469,0.1,0.428,-7.368,0.434,164133,98.024,3,0
63,0.283,0.659,0.0207,0.0606,0.192,0.936,-3.519,0.884,155009,161.983,2,1
64,0.481,0.507,0,0.0303,0.271,0.372,-8.433,0.257,199693,86.422,1,1
64,0.158,0.71,0,0.0472,0.0997,0.779,-6.954,0.366,249302,129.093,4,0
64,0.294,0.552,0.000103,0.0306,0.0905,0.698,-4.817,0.6,202067,90.006,8,1
64,0.635,0.568,0,0.0288,0.122,0.499,-6.597,0.243,208507,143.761,4,1
64,0.0394,0.828,0,0.301,0.0806,0.434,-10.609,0.38,131600,115.071,5,1
64,0.0166,0.592,1.50E-05,0.0558,0.123,0.928,-5.402,0.393,221600,121.996,11,1
64,0.714,0.802,4.10E-06,0.101,0.11,0.42,-9.131,0.603,206557,130.119,5,0
64,0.866,0.548,0,0.0384,0.134,0.444,-9.4,0.62,186133,169.917,3,1
64,0.0326,0.691,0,0.0294,0.0608,0.732,-3.715,0.477,258293,97.949,5,0
64,0.0721,0.764,6.45E-06,0.0298,0.094,0.587,-7.002,0.494,229573,89.98,5,0
64,0.341,0.56,9.81E-06,0.0446,0.155,0.736,-7.306,0.824,195147,79.843,0,1
64,0.104,0.614,3.59E-05,0.0314,0.104,0.614,-7.497,0.598,192680,146.03,4,0
64,0.0144,0.517,0,0.0362,0.113,0.776,-5.271,0.448,216533,96.002,11,1
64,0.0589,0.312,0,0.0466,0.0898,0.614,-6.073,0.356,199848,205.379,8,1
64,0.0289,0.711,0,0.253,0.371,0.746,-4.224,0.279,225573,96.024,1,1
64,0.00369,0.836,0.000173,0.0519,0.58,0.779,-3.829,0.555,258520,119.908,7,1
64,0.22,0.736,0.00152,0.0296,0.127,0.525,-9.694,0.529,250547,102.987,2,1
64,0.172,0.592,0,0.174,0.106,0.571,-7.132,0.424,176076,104.95,1,1
64,0.558,0.611,1.01E-06,0.0646,0.131,0.462,-7.054,0.377,215230,59.635,0,1
64,0.431,0.512,0,0.438,0.226,0.734,-5.448,0.168,245813,93.995,8,0
64,0.65,0.583,0,0.564,0.309,0.408,-9.125,0.612,212800,74.738,7,1
64,0.349,0.886,0.00138,0.0465,0.0985,0.371,-10.542,0.928,219261,115.026,5,1
64,0.163,0.816,0.00199,0.152,0.105,0.754,-5.922,0.704,125217,92.023,2,1
64,0.21,0.834,0,0.572,0.0641,0.457,-10.775,0.533,98734,158.008,10,1
64,0.0809,0.88,5.82E-05,0.221,0.214,0.569,-6.517,0.474,190187,134.924,10,0
64,0.0185,0.951,0,0.411,0.149,0.401,-8.92,0.539,192907,129.976,0,0
64,0.031,0.836,0,0.106,0.124,0.703,-4.731,0.211,211893,144.959,0,1
64,0.00629,0.628,0,0.356,0.113,0.621,-9.585,0.528,177377,130.016,4,0
64,0.000278,0.761,0,0.313,0.251,0.637,-5.432,0.374,196282,185.904,10,0
64,0.0402,0.732,2.66E-06,0.232,0.121,0.586,-7.868,0.73,169920,76.48,1,1
64,0.265,0.684,0,0.641,0.131,0.608,-6.616,0.363,203158,84.766,0,1
64,0.66,0.712,6.42E-06,0.201,0.101,0.46,-9.6,0.123,250837,79.98,0,1
64,0.75,0.67,0.135,0.0751,0.0976,0.419,-10.523,0.513,141587,77.919,6,0
64,0.593,0.34,0.68,0.0426,0.0944,0.294,-15.989,0.136,220008,83.938,2,1
64,0.523,0.89,0,0.314,0.123,0.542,-4.826,0.565,165293,78.458,10,0
64,0.00999,0.617,0.494,0.026,0.426,0.821,-4.085,0.581,128199,106,9,1
64,0.922,0.438,0.000298,0.0363,0.148,0.266,-12.863,0.116,231681,120.075,7,1
64,0.696,0.821,0,0.271,0.225,0.44,-7.378,0.822,138507,96.563,3,1
64,0.407,0.618,0,0.331,0.183,0.71,-6.066,0.233,249450,112.014,8,1
64,0.247,0.888,0,0.271,0.446,0.515,-6.246,0.264,225893,141.009,1,1
64,0.124,0.666,0.286,0.0268,0.095,0.646,-7.722,0.664,214160,100.05,2,1
64,0.0244,0.846,0,0.372,0.153,0.851,-3.821,0.822,178286,139.966,9,1
64,0.00544,0.889,0,0.165,0.274,0.385,-11.767,0.235,202533,125.995,11,0
64,0.401,0.729,1.44E-06,0.0321,0.121,0.504,-6.784,0.305,197001,110.011,8,0
64,0.893,0.347,0.00287,0.0273,0.138,0.209,-11.152,0.0735,213987,82.878,11,1
64,0.0175,0.943,1.80E-05,0.158,0.114,0.763,-5.568,0.225,219453,139.969,5,0
64,0.803,0.417,0.005,0.0346,0.269,0.285,-11.041,0.243,346373,120.954,2,1
64,0.255,0.785,0.00132,0.0892,0.0953,0.27,-14.457,0.12,160500,131.894,5,1
64,0.0467,0.271,0,0.263,0.163,0.948,-2.207,0.515,186600,83.19,1,1
64,0.117,0.85,0.0103,0.209,0.108,0.473,-5.747,0.38,157605,85.454,10,0
64,0.0224,0.696,0,0.0369,0.0747,0.399,-8.673,0.364,156770,98.004,4,0
64,0.973,0.547,0.0155,0.0308,0.123,0.379,-11.655,0.654,166880,149.853,5,1
64,0.0969,0.894,8.90E-06,0.221,0.329,0.59,-5.716,0.576,269813,147.009,9,1
64,0.359,0.785,0.00198,0.0634,0.0774,0.53,-6.995,0.729,260960,146.38,6,0
64,0.0834,0.772,0,0.153,0.115,0.812,-3.995,0.655,128769,97.407,0,0
64,0.578,0.466,0,0.145,0.284,0.688,-8.05,0.853,140173,78.963,7,0
64,0.0455,0.667,0.000193,0.27,0.213,0.723,-4.31,0.251,153475,148.058,5,0
64,0.099,0.743,0,0.301,0.119,0.876,-4.326,0.574,224735,149.041,1,1
64,0.000248,0.443,0.00759,0.0322,0.0802,0.819,-5.502,0.494,204667,154.958,6,1
64,0.0337,0.592,0,0.146,0.135,0.654,-6.91,0.816,159141,128.013,8,0
64,0.621,0.649,0,0.0398,0.0563,0.529,-4.895,0.964,180120,144.869,2,0
64,0.137,0.703,0,0.123,0.192,0.66,-5.119,0.79,198947,95.031,10,0
64,0.114,0.653,0,0.319,0.111,0.91,-3.797,0.818,150819,91.102,6,1
64,0.499,0.911,0.000246,0.153,0.0937,0.255,-15.257,0.244,213943,137.994,8,1
64,0.215,0.896,3.92E-06,0.238,0.184,0.834,-4.682,0.776,281587,149.968,9,0
64,0.869,0.82,0.961,0.0802,0.0925,0.281,-15.194,0.62,182869,104.988,8,0
64,0.591,0.797,0.0724,0.08,0.148,0.293,-7.479,0.478,121630,80.035,5,1
64,0.43,0.652,1.16E-05,0.0509,0.182,0.31,-10.212,0.304,73813,119.913,4,1
64,0.163,0.66,0.86,0.0358,0.109,0.596,-8.207,0.0757,153169,77.026,0,1
64,0.298,0.648,0.0262,0.0995,0.252,0.651,-8.92,0.232,245000,107.989,1,1
64,0.0262,0.779,0.00488,0.067,0.114,0.626,-7.73,0.419,206387,140.078,10,0
64,0.229,0.781,0.000536,0.0647,0.0881,0.629,-6.152,0.693,207307,111.975,5,0
64,0.463,0.764,5.91E-06,0.0576,0.109,0.725,-8.812,0.0794,177653,100.063,7,1
64,0.51,0.737,0.00572,0.0882,0.108,0.241,-16.034,0.345,121522,100,9,0
64,0.132,0.808,0,0.0557,0.225,0.331,-13.457,0.329,219482,140.03,5,1
64,0.28,0.796,0,0.0532,0.12,0.408,-10.629,0.391,194087,120.084,4,1
64,0.00716,0.728,0,0.0347,0.164,0.573,-8.388,0.315,151308,139.947,6,1
64,0.139,0.693,0.000187,0.108,0.111,0.494,-7.252,0.302,241842,135.022,1,0
64,0.281,0.516,1.27E-05,0.0397,0.0847,0.456,-9.242,0.238,178023,145.843,9,1
64,0.76,0.836,0.00418,0.184,0.136,0.0812,-13.682,0.567,174700,105.635,11,1
64,0.0263,0.54,7.12E-06,0.0418,0.35,0.78,-5.872,0.514,188333,144.011,9,1
64,0.317,0.73,0,0.0489,0.384,0.468,-6.59,0.501,258586,94.026,0,1
64,0.619,0.768,2.10E-06,0.0325,0.213,0.773,-3.582,0.804,243460,107.535,7,1
64,0.266,0.328,1.95E-06,0.282,0.178,0.619,-7.136,0.405,180600,67.153,0,1
64,0.0857,0.7,0.226,0.17,0.114,0.934,-5.941,0.224,145947,92.973,6,0
64,0.0543,0.776,0.000427,0.0792,0.189,0.925,-2.134,0.715,206053,95.951,11,0
64,0.000639,0.63,0.852,0.0387,0.203,0.9,-3.955,0.155,193778,134.988,4,1
64,0.19,0.501,0,0.0298,0.103,0.486,-6.6,0.318,206493,139.872,2,0
64,0.737,0.79,0.356,0.0706,0.138,0.376,-16.868,0.2,123180,101.958,4,0
64,0.0324,0.649,0.0185,0.0306,0.0658,0.883,-5.058,0.779,162627,135.141,7,1
64,0.79,0.12,0.889,0.0383,0.112,0.0436,-22.044,0.0361,192793,72.339,4,1
64,0.397,0.77,2.31E-06,0.135,0.206,0.509,-9.508,0.601,186880,165.908,1,0
64,0.329,0.639,1.53E-06,0.0357,0.382,0.664,-4.926,0.351,194483,116.028,5,1
64,0.996,0.391,0.949,0.079,0.134,0.00241,-30.569,0.388,152231,67.191,7,1
64,0.362,0.811,1.88E-06,0.323,0.121,0.726,-6.726,0.57,235897,150.061,2,1
64,0.205,0.911,1.48E-05,0.0922,0.115,0.842,-4.845,0.578,187046,112.016,10,1
64,0.12,0.641,0.0021,0.0355,0.358,0.561,-5.856,0.678,282613,111.938,4,1
64,0.379,0.73,0.000309,0.138,0.0893,0.427,-9.834,0.392,240267,149.45,11,0
64,0.034,0.51,0,0.101,0.077,0.759,-4.854,0.237,207142,91.123,9,1
64,0.638,0.627,0.0672,0.0269,0.0759,0.371,-10.621,0.361,412418,143.932,2,1
64,0.225,0.725,0,0.0433,0.0779,0.58,-5.422,0.66,148086,133.974,11,0
64,0.0305,0.616,0,0.311,0.376,0.684,-6.032,0.312,309638,179.503,7,1
64,0.989,0.284,0.928,0.0432,0.109,0.0308,-28.498,0.59,119727,69.897,1,1
64,0.494,0.734,0.00293,0.306,0.102,0.472,-8.192,0.387,165214,190.011,1,0
64,0.16,0.928,0.000329,0.123,0.094,0.355,-9.181,0.0715,105131,120.042,8,1
64,0.803,0.581,0.203,0.0807,0.0879,0.264,-17.284,0.0766,100267,163.876,7,1
64,0.0484,0.575,0.000417,0.03,0.286,0.568,-5.509,0.37,206280,93.986,9,0
64,0.176,0.829,0,0.105,0.0877,0.723,-3.743,0.721,237907,92.956,8,0
64,0.98,0.141,0.906,0.0454,0.104,0.0282,-30.003,0.0658,176391,145.22,7,0
64,0.000541,0.676,0,0.0308,0.431,0.787,-7.453,0.499,198857,139.958,1,1
64,0.143,0.467,2.91E-06,0.0303,0.128,0.722,-5.819,0.14,222494,92.014,5,1
64,0.0599,0.683,2.63E-06,0.131,0.365,0.933,-4.666,0.422,210104,143.972,2,1
64,0.219,0.762,0.0157,0.0672,0.168,0.459,-8.202,0.185,214333,98.006,4,0
64,0.12,0.554,0,0.0338,0.29,0.532,-6.544,0.786,202005,125.014,2,1
64,0.469,0.639,0,0.0344,0.192,0.466,-3.71,0.743,193186,142.17,11,0
64,0.235,0.701,5.07E-06,0.0969,0.135,0.512,-6.869,0.663,223583,91.947,0,0
65,0.0661,0.739,9.78E-05,0.0436,0.116,0.471,-8.456,0.31,194400,90.002,8,1
65,0.748,0.374,0,0.054,0.821,0.585,-9.436,0.654,179720,176.859,8,1
65,0.0403,0.594,0,0.0274,0.117,0.621,-6.23,0.679,221200,77.005,6,1
65,0.000198,0.39,0,0.133,0.156,0.91,-3.268,0.644,177048,162.253,5,0
65,0.035,0.543,0.000227,0.0365,0.304,0.88,-4.204,0.483,193067,144.057,3,0
65,0.399,0.75,0,0.0312,0.0421,0.835,-4.848,0.923,189973,140.034,5,1
65,0.14,0.634,0,0.0291,0.216,0.668,-5.488,0.635,224627,80.989,5,1
65,0.136,0.57,0,0.0465,0.205,0.684,-7.054,0.531,213183,89.012,6,1
65,0.162,0.616,0,0.0354,0.0977,0.835,-4.277,0.8,199840,97.96,7,1
65,0.0793,0.519,0,0.0616,0.111,0.872,-3.212,0.74,172280,179.965,2,1
65,0.328,0.631,0,0.028,0.239,0.44,-5.948,0.418,212745,136.033,1,1
65,0.014,0.643,0,0.0527,0.0834,0.72,-7.146,0.491,192840,96.028,2,1
65,0.395,0.597,8.35E-06,0.0502,0.128,0.417,-7.952,0.263,229760,143.839,2,1
65,0.00122,0.614,0,0.0402,0.077,0.884,-4.019,0.721,202853,100.531,0,1
65,0.00822,0.765,0,0.358,0.206,0.553,-7.116,0.565,184258,154.971,11,0
65,0.0152,0.818,0,0.111,0.119,0.331,-10.617,0.326,192052,85.064,1,1
65,0.1,0.673,0,0.0891,0.115,0.715,-5.239,0.712,170853,155.992,3,0
65,0.00403,0.609,5.42E-06,0.0972,0.0926,0.807,-7.221,0.492,238493,119.073,5,1
65,0.00228,0.953,0,0.248,0.336,0.723,-6.437,0.221,173799,99.969,1,1
65,0.732,0.362,0.000631,0.0339,0.127,0.377,-9.713,0.294,178176,137.891,2,1
65,0.454,0.782,6.31E-05,0.0339,0.134,0.494,-1.458,0.401,127273,65.832,0,1
65,0.105,0.445,0.000271,0.0315,0.179,0.563,-8.904,0.204,262737,94.978,7,1
65,0.135,0.869,0,0.297,0.0931,0.385,-7.801,0.596,133922,149.897,4,1
65,0.169,0.767,0.000529,0.0675,0.175,0.854,-4.57,0.519,230501,109.943,4,0
65,0.834,0.489,0.347,0.0344,0.325,0.624,-1.916,0.574,66133,167.108,4,0
65,0.0593,0.75,0,0.0412,0.199,0.476,-7.864,0.123,174316,94.995,7,0
65,0.403,0.73,0,0.0431,0.15,0.58,-5.813,0.652,183013,90.99,2,1
65,0.314,0.704,6.36E-06,0.312,0.174,0.517,-7.999,0.443,150000,139.857,5,0
65,0.576,0.651,0.0152,0.312,0.272,0.726,-7.583,0.657,266394,89.305,8,1
65,0.22,0.855,0.000321,0.316,0.107,0.796,-5.976,0.655,114129,80.028,5,1
65,0.0135,0.657,0,0.374,0.221,0.711,-5.355,0.368,221522,86.957,0,1
65,0.438,0.659,4.25E-05,0.239,0.114,0.41,-9.077,0.291,193309,143.969,8,0
65,0.637,0.693,0.00335,0.175,0.0951,0.369,-12.683,0.141,203240,140.148,7,0
65,0.186,0.952,1.31E-06,0.0814,0.327,0.606,-5.032,0.305,143426,100.434,10,1
65,0.105,0.676,0,0.0562,0.211,0.62,-6.343,0.607,199960,100.06,5,0
